,Y,sex,age_years,corpus,child_TNW,child_TNS,examiner_TNW,n_dos,repetition,fillers
650,1,male,7,Gillam,449,51,0,1,1,3
651,1,male,8,Gillam,218,32,40,0,3,2
652,1,male,8,Gillam,185,23,45,0,3,8
653,1,male,7,Gillam,360,43,0,0,3,5
654,1,female,6,Gillam,180,24,16,0,3,2
655,1,female,8,Gillam,216,33,20,2,4,1
656,1,female,8,Gillam,167,20,2,0,1,2
657,1,male,8,Gillam,284,38,1,3,6,9
658,1,male,6,Gillam,420,46,74,5,5,10
659,1,male,7,Gillam,135,17,10,2,0,3
660,1,female,7,Gillam,392,44,0,2,4,21
661,1,male,7,Gillam,181,23,8,1,1,1
662,1,female,7,Gillam,443,42,0,1,11,21
663,1,male,7,Gillam,230,30,41,0,3,11
664,1,male,8,Gillam,158,20,40,1,1,3
665,1,female,7,Gillam,250,33,0,0,0,16
666,0,female,10,Gillam,715,76,9,2,8,1
667,0,female,10,Gillam,558,62,0,2,6,5
668,0,male,10,Gillam,268,28,0,0,0,1
669,0,female,10,Gillam,429,39,0,0,2,1
670,0,female,10,Gillam,421,47,8,1,0,0
671,0,male,10,Gillam,412,47,0,0,1,1
672,0,female,10,Gillam,404,41,0,1,1,3
673,0,female,10,Gillam,502,52,0,2,17,4
674,0,male,10,Gillam,635,61,6,1,4,18
675,0,male,10,Gillam,416,43,37,3,1,2
676,0,male,10,Gillam,657,59,0,1,9,18
677,0,male,10,Gillam,356,41,0,0,1,0
678,0,female,10,Gillam,521,43,0,0,1,10
679,0,male,10,Gillam,377,48,4,0,0,3
680,0,male,10,Gillam,467,36,11,1,5,13
681,0,female,10,Gillam,653,53,0,1,3,2
682,0,male,10,Gillam,275,38,17,1,3,6
683,0,male,10,Gillam,810,64,0,0,1,15
684,0,female,10,Gillam,508,40,0,2,3,5
685,0,male,10,Gillam,496,47,0,1,2,3
686,0,male,10,Gillam,353,39,0,1,3,0
687,0,female,10,Gillam,1314,128,2,3,8,11
688,0,female,10,Gillam,376,48,1,0,0,18
689,0,female,10,Gillam,1514,186,0,4,15,5
690,0,female,10,Gillam,438,52,0,1,0,8
691,0,male,10,Gillam,517,57,0,2,1,19
692,0,female,10,Gillam,638,49,0,1,2,10
693,0,male,10,Gillam,413,43,0,0,4,2
694,0,male,10,Gillam,388,41,12,1,0,20
695,0,male,10,Gillam,679,63,1,2,8,12
696,0,male,10,Gillam,702,68,0,0,1,7
697,0,male,10,Gillam,418,45,51,3,2,1
698,0,male,10,Gillam,446,41,16,3,2,14
699,0,female,10,Gillam,727,72,1,1,0,11
700,0,female,10,Gillam,398,47,0,1,3,21
701,0,female,10,Gillam,552,49,0,3,0,37
702,0,female,10,Gillam,294,31,2,0,1,6
703,0,female,10,Gillam,288,33,0,0,0,12
704,0,female,10,Gillam,397,35,1,1,3,1
705,0,female,10,Gillam,483,46,0,1,4,0
706,0,male,10,Gillam,461,45,4,1,2,4
707,0,female,10,Gillam,835,79,0,1,3,2
708,0,male,10,Gillam,283,27,0,1,1,5
709,0,male,10,Gillam,241,25,0,0,1,2
710,0,male,10,Gillam,159,20,0,0,5,1
711,0,female,10,Gillam,149,19,16,0,1,8
712,0,female,10,Gillam,225,28,13,0,1,1
713,0,female,10,Gillam,416,51,0,0,3,2
714,0,female,10,Gillam,268,28,0,0,5,0
715,0,female,10,Gillam,387,38,11,0,0,0
716,0,female,11,Gillam,438,46,0,0,0,2
717,0,female,11,Gillam,303,40,0,1,1,10
718,0,female,11,Gillam,385,37,0,0,1,8
719,0,male,11,Gillam,549,59,0,3,1,1
720,0,male,11,Gillam,266,29,0,0,0,1
721,0,male,11,Gillam,517,50,0,1,2,15
722,0,male,11,Gillam,420,43,0,1,7,1
723,0,female,11,Gillam,384,36,0,0,1,3
724,0,female,11,Gillam,865,77,0,1,3,1
725,0,male,11,Gillam,420,44,6,3,6,20
726,0,male,11,Gillam,214,28,23,0,2,0
727,0,female,11,Gillam,437,41,0,0,3,12
728,0,male,11,Gillam,460,46,0,1,1,24
729,0,male,11,Gillam,481,46,0,1,0,1
730,0,female,11,Gillam,581,43,0,0,3,16
731,0,female,11,Gillam,391,52,0,0,1,3
732,0,male,11,Gillam,457,43,0,0,4,10
733,0,female,11,Gillam,462,42,31,0,4,8
734,0,male,11,Gillam,403,36,0,1,1,0
735,0,female,11,Gillam,455,74,6,1,1,22
736,0,male,11,Gillam,456,49,0,2,3,4
737,0,male,11,Gillam,548,51,8,1,2,17
738,0,female,11,Gillam,427,41,0,0,1,1
739,0,male,11,Gillam,636,53,0,0,6,2
740,0,male,11,Gillam,483,48,0,0,1,10
741,0,female,11,Gillam,665,56,1,1,0,10
742,0,male,11,Gillam,536,48,0,0,6,46
743,0,male,11,Gillam,607,68,10,1,7,12
744,0,male,11,Gillam,587,63,0,3,5,2
745,0,male,11,Gillam,486,33,0,0,3,20
746,0,male,11,Gillam,343,42,40,1,1,11
747,0,male,11,Gillam,202,23,0,0,2,11
748,0,female,11,Gillam,302,35,2,0,0,4
749,0,female,11,Gillam,642,70,23,1,3,12
750,0,male,11,Gillam,338,31,0,0,3,20
751,0,male,11,Gillam,345,45,2,1,4,2
752,0,female,11,Gillam,670,58,11,1,3,9
753,0,male,11,Gillam,500,51,0,3,3,19
754,0,male,11,Gillam,504,64,2,1,4,7
755,0,male,11,Gillam,338,39,52,1,3,16
756,0,female,11,Gillam,373,37,0,0,0,7
757,0,female,11,Gillam,337,34,11,2,4,5
758,0,female,11,Gillam,387,41,0,3,1,2
759,0,female,11,Gillam,453,36,0,0,1,14
760,0,female,11,Gillam,279,26,0,1,0,8
761,0,female,11,Gillam,423,42,11,0,3,2
762,0,female,11,Gillam,510,53,11,0,0,23
763,0,female,11,Gillam,192,26,0,0,0,2
764,0,male,11,Gillam,587,70,0,1,6,4
765,0,female,11,Gillam,296,26,12,1,3,10
766,0,male,11,Gillam,388,32,0,0,3,9
767,0,female,11,Gillam,506,63,18,0,11,6
768,0,male,5,Gillam,97,16,1,1,0,0
769,0,male,5,Gillam,205,33,18,0,3,1
770,0,male,5,Gillam,262,37,99,1,1,14
771,0,female,5,Gillam,186,28,11,0,4,3
772,0,female,5,Gillam,184,26,29,0,1,1
773,0,male,5,Gillam,162,22,22,0,1,1
774,0,female,5,Gillam,136,27,78,0,0,8
775,0,female,5,Gillam,178,20,0,0,0,5
776,0,male,5,Gillam,97,16,33,0,0,5
777,0,male,5,Gillam,263,33,11,0,2,16
778,0,female,5,Gillam,347,38,1,0,0,7
779,0,female,5,Gillam,260,30,45,0,2,5
780,0,female,5,Gillam,275,30,0,1,2,4
781,0,male,5,Gillam,234,31,14,0,1,14
782,0,male,5,Gillam,131,18,26,0,0,1
783,0,male,5,Gillam,288,28,13,0,2,16
784,0,male,5,Gillam,294,35,0,1,2,6
785,0,female,5,Gillam,219,31,2,1,1,2
786,0,female,5,Gillam,259,41,68,2,3,15
787,0,female,5,Gillam,217,35,46,1,2,9
788,0,male,5,Gillam,93,22,137,0,1,2
789,0,female,5,Gillam,292,36,44,0,2,9
790,0,male,5,Gillam,44,10,57,0,0,1
791,0,male,5,Gillam,305,44,143,1,2,23
792,0,female,5,Gillam,374,49,39,0,0,0
793,0,male,5,Gillam,164,22,26,0,2,4
794,0,female,5,Gillam,233,31,47,2,2,1
795,0,male,5,Gillam,397,45,0,0,7,4
796,0,female,5,Gillam,314,32,15,1,1,33
797,0,male,5,Gillam,340,46,34,2,2,0
798,0,male,5,Gillam,181,26,23,0,7,2
799,0,male,5,Gillam,123,22,0,0,0,1
800,0,female,5,Gillam,442,42,0,1,12,4
801,0,female,5,Gillam,200,24,34,1,3,6
802,0,male,5,Gillam,62,19,139,0,0,13
803,0,female,5,Gillam,282,35,23,0,5,3
804,0,male,5,Gillam,284,51,75,0,3,9
805,0,male,5,Gillam,272,32,0,0,1,0
806,0,female,5,Gillam,142,20,15,0,1,2
807,0,female,5,Gillam,295,31,0,1,0,13
808,0,female,5,Gillam,128,23,36,0,0,0
809,0,male,5,Gillam,182,24,27,0,0,4
810,0,male,5,Gillam,636,62,0,0,9,1
811,0,female,5,Gillam,182,29,15,1,0,1
812,0,female,5,Gillam,230,26,11,0,4,0
813,0,female,5,Gillam,309,34,18,2,3,2
814,0,female,5,Gillam,204,26,0,0,0,1
815,0,male,5,Gillam,251,32,57,1,8,23
816,0,male,5,Gillam,214,33,29,0,0,7
817,0,male,6,Gillam,264,32,4,0,1,1
818,0,male,6,Gillam,54,8,33,0,0,1
819,0,female,6,Gillam,220,29,0,0,3,3
820,0,male,6,Gillam,218,23,0,0,1,9
821,0,female,6,Gillam,237,31,0,2,1,3
822,0,female,6,Gillam,275,41,1,0,1,1
823,0,female,6,Gillam,520,44,0,0,2,22
824,0,male,6,Gillam,77,21,28,1,2,4
825,0,male,6,Gillam,275,26,0,0,1,10
826,0,male,6,Gillam,194,26,15,0,1,6
827,0,female,6,Gillam,216,24,22,0,0,15
828,0,female,6,Gillam,308,34,26,1,5,1
829,0,male,6,Gillam,569,54,0,1,2,23
830,0,female,6,Gillam,130,18,24,0,2,2
831,0,male,6,Gillam,135,29,76,0,1,0
832,0,female,6,Gillam,159,22,6,1,1,0
833,0,female,6,Gillam,231,24,42,0,1,9
834,0,female,6,Gillam,221,30,27,2,1,3
835,0,male,6,Gillam,250,30,3,0,6,1
836,0,male,6,Gillam,101,14,53,0,2,2
837,0,female,6,Gillam,289,40,15,1,1,5
838,0,female,6,Gillam,78,13,86,0,0,0
839,0,female,6,Gillam,240,30,14,0,1,5
840,0,male,6,Gillam,159,26,38,0,3,6
841,0,female,6,Gillam,533,58,49,2,4,42
842,0,male,6,Gillam,84,27,137,2,0,5
843,0,female,5,Gillam,318,45,40,1,0,3
844,0,female,6,Gillam,212,31,26,0,4,4
845,0,male,6,Gillam,315,45,71,4,3,8
846,0,female,6,Gillam,269,33,16,1,2,9
847,0,female,6,Gillam,405,56,9,2,1,0
848,0,female,6,Gillam,145,27,64,1,0,9
849,0,female,6,Gillam,129,20,65,0,0,0
850,0,female,6,Gillam,432,52,23,2,5,12
851,0,male,6,Gillam,235,35,18,0,0,6
852,0,male,6,Gillam,284,37,84,0,0,7
853,0,female,6,Gillam,228,26,11,0,2,17
854,0,female,6,Gillam,213,29,0,0,1,2
855,0,male,6,Gillam,161,23,0,1,2,1
856,0,female,6,Gillam,706,71,7,3,10,32
857,0,female,6,Gillam,198,26,7,1,1,2
858,0,female,6,Gillam,94,16,11,0,0,8
859,0,male,6,Gillam,29,10,105,0,0,0
860,0,male,6,Gillam,277,34,0,0,3,5
861,0,female,6,Gillam,438,55,5,2,2,1
862,0,female,6,Gillam,90,13,2,0,0,7
863,0,female,6,Gillam,259,27,0,0,1,3
864,0,male,6,Gillam,117,18,0,0,2,3
865,0,male,6,Gillam,154,18,0,0,1,1
866,0,female,6,Gillam,159,17,4,1,2,2
867,0,male,6,Gillam,540,82,52,1,2,9
868,0,male,6,Gillam,431,47,1,1,3,34
869,0,female,6,Gillam,260,31,9,3,5,6
870,0,male,6,Gillam,208,29,14,1,2,10
871,0,male,6,Gillam,223,26,1,1,2,3
872,0,male,6,Gillam,260,36,29,2,3,10
873,0,male,6,Gillam,391,40,0,1,0,18
874,0,female,6,Gillam,378,49,21,2,5,4
875,0,female,6,Gillam,145,18,0,0,1,10
876,0,female,6,Gillam,307,38,4,1,1,1
877,0,female,6,Gillam,320,36,37,0,1,14
878,0,male,6,Gillam,255,34,0,0,0,0
879,0,male,6,Gillam,410,44,14,0,1,0
880,0,male,6,Gillam,107,18,56,0,1,1
881,0,male,6,Gillam,118,20,70,0,1,4
882,0,female,6,Gillam,272,32,0,2,2,2
883,0,male,6,Gillam,230,32,46,1,0,2
884,0,female,6,Gillam,277,42,38,0,5,2
885,0,male,6,Gillam,339,46,26,1,6,9
886,0,female,6,Gillam,107,14,31,0,2,2
887,0,female,6,Gillam,381,43,0,1,1,7
888,0,female,6,Gillam,276,31,0,0,5,3
889,0,female,6,Gillam,363,44,0,0,1,4
890,0,female,6,Gillam,160,21,12,0,1,0
891,0,male,6,Gillam,195,30,15,0,0,1
892,0,female,6,Gillam,293,31,0,2,2,2
893,0,female,6,Gillam,504,52,2,4,2,1
894,0,female,6,Gillam,219,28,11,1,1,4
895,0,female,6,Gillam,476,50,0,2,13,3
896,0,female,6,Gillam,79,14,22,0,0,1
897,0,male,6,Gillam,236,31,20,0,4,10
898,0,male,6,Gillam,115,16,35,0,0,1
899,0,male,6,Gillam,237,28,0,0,3,4
900,0,female,6,Gillam,260,27,63,1,2,18
901,0,female,6,Gillam,210,26,12,0,2,7
902,0,male,6,Gillam,268,31,7,1,0,6
903,0,female,6,Gillam,395,39,0,0,11,21
904,0,female,6,Gillam,152,16,11,1,2,13
905,0,male,6,Gillam,193,25,11,0,5,4
906,0,female,6,Gillam,509,51,0,2,6,38
907,0,male,6,Gillam,97,14,27,0,1,0
908,0,male,6,Gillam,225,34,21,0,4,10
909,0,female,6,Gillam,184,30,85,0,0,0
910,0,male,6,Gillam,241,27,40,0,9,6
911,0,female,6,Gillam,317,37,2,2,0,4
912,0,male,6,Gillam,223,34,19,1,1,2
913,0,male,6,Gillam,110,23,19,0,2,3
914,0,male,6,Gillam,400,41,0,0,6,3
915,0,male,6,Gillam,241,23,6,0,4,8
916,0,female,6,Gillam,154,20,22,0,9,3
917,0,male,7,Gillam,204,23,5,0,1,1
918,0,male,7,Gillam,350,38,0,1,1,1
919,0,female,7,Gillam,654,69,4,2,3,10
920,0,female,7,Gillam,520,66,0,2,2,1
921,0,female,7,Gillam,494,43,3,1,7,10
922,0,male,7,Gillam,355,38,0,0,2,1
923,0,female,7,Gillam,252,25,0,1,1,5
924,0,female,7,Gillam,289,34,0,0,6,4
925,0,male,7,Gillam,439,43,0,1,12,1
926,0,male,7,Gillam,216,24,6,1,0,3
927,0,female,7,Gillam,215,27,11,0,3,3
928,0,male,7,Gillam,161,19,0,1,6,0
929,0,male,7,Gillam,578,65,68,1,5,41
930,0,male,7,Gillam,520,60,4,3,4,1
931,0,female,7,Gillam,345,38,4,1,1,17
932,0,male,7,Gillam,388,55,23,2,0,5
933,0,female,7,Gillam,141,24,39,0,0,6
934,0,male,7,Gillam,245,33,11,0,2,2
935,0,male,7,Gillam,290,31,36,1,1,2
936,0,male,7,Gillam,316,44,59,1,0,16
937,0,male,7,Gillam,417,50,24,1,0,2
938,0,male,7,Gillam,322,30,2,0,4,10
939,0,male,7,Gillam,233,27,4,2,1,14
940,0,male,7,Gillam,119,19,27,0,0,6
941,0,male,7,Gillam,148,24,3,2,2,0
942,0,female,7,Gillam,316,35,1,2,8,3
943,0,female,7,Gillam,163,24,17,0,0,5
944,0,female,7,Gillam,277,28,23,0,2,3
945,0,female,7,Gillam,350,39,6,0,0,13
946,0,male,7,Gillam,268,28,5,0,2,2
947,0,male,7,Gillam,361,45,1,1,4,4
948,0,male,7,Gillam,376,35,25,1,5,3
949,0,male,7,Gillam,484,55,16,1,4,21
950,0,male,7,Gillam,648,67,1,1,2,19
951,0,female,7,Gillam,339,39,19,0,0,2
952,0,female,7,Gillam,1029,99,0,1,15,8
953,0,male,7,Gillam,539,37,0,1,5,1
954,0,female,7,Gillam,321,37,1,4,0,0
955,0,female,7,Gillam,114,12,0,0,1,0
956,0,male,7,Gillam,175,17,0,3,4,1
957,0,male,7,Gillam,568,47,22,0,0,76
958,0,female,7,Gillam,509,50,11,1,2,12
959,0,female,7,Gillam,137,18,11,0,1,2
960,0,male,7,Gillam,338,43,0,4,2,1
961,0,male,7,Gillam,209,23,0,0,5,14
962,0,female,7,Gillam,122,16,0,0,0,0
963,0,male,7,Gillam,298,31,0,0,2,10
964,0,female,7,Gillam,128,12,0,1,0,0
965,0,female,7,Gillam,132,16,21,0,2,4
966,0,female,7,Gillam,350,51,0,1,1,1
967,0,male,7,Gillam,321,37,3,1,4,5
968,0,female,7,Gillam,540,46,1,2,2,22
969,0,female,7,Gillam,374,45,4,1,11,0
970,0,female,7,Gillam,402,29,0,2,0,24
971,0,female,7,Gillam,346,36,15,1,1,2
972,0,male,7,Gillam,273,31,3,1,1,2
973,0,male,7,Gillam,285,22,22,0,2,2
974,0,male,7,Gillam,412,41,26,0,11,14
975,0,female,7,Gillam,347,36,0,0,2,6
976,0,male,7,Gillam,231,28,7,0,0,3
977,0,male,7,Gillam,411,43,14,1,1,7
978,0,female,7,Gillam,522,47,0,0,2,19
979,0,female,7,Gillam,725,81,0,2,8,20
980,0,female,7,Gillam,795,82,8,3,3,11
981,0,female,7,Gillam,373,41,2,0,5,6
982,0,male,7,Gillam,394,38,4,0,2,31
983,0,male,7,Gillam,447,59,7,0,7,8
984,0,female,7,Gillam,260,33,0,1,1,6
985,0,male,7,Gillam,331,32,1,0,5,10
986,0,female,7,Gillam,256,25,12,1,3,18
987,0,female,7,Gillam,215,27,22,0,3,4
988,0,female,7,Gillam,442,52,45,1,4,14
989,0,female,7,Gillam,347,36,0,1,0,1
990,0,male,7,Gillam,419,48,29,1,3,2
991,0,male,7,Gillam,159,26,30,0,3,7
992,0,male,7,Gillam,134,18,1,1,0,5
993,0,female,7,Gillam,342,37,0,0,2,7
994,0,female,7,Gillam,320,31,11,1,1,8
995,0,male,7,Gillam,144,16,22,0,0,7
996,0,female,7,Gillam,320,34,20,0,1,2
997,0,female,7,Gillam,108,16,25,0,1,6
998,0,male,7,Gillam,208,29,0,1,4,0
999,0,female,7,Gillam,455,44,11,2,3,19
1000,0,female,7,Gillam,149,23,11,0,0,1
1001,0,female,7,Gillam,122,19,29,0,1,6
1002,0,female,7,Gillam,741,84,27,3,2,43
1003,0,female,7,Gillam,73,14,41,1,2,1
1004,0,female,7,Gillam,487,57,19,1,3,6
1005,0,male,7,Gillam,130,19,31,0,1,0
1006,0,male,7,Gillam,285,35,28,0,7,1
1007,0,female,7,Gillam,375,41,11,0,1,16
1008,0,male,7,Gillam,112,22,28,0,0,4
1009,0,male,7,Gillam,229,28,11,0,0,2
1010,0,female,7,Gillam,283,26,3,2,2,4
1011,0,male,7,Gillam,618,69,2,0,10,14
1012,0,male,7,Gillam,241,24,7,2,4,0
1013,0,male,7,Gillam,294,30,9,1,0,8
1014,0,female,7,Gillam,628,59,11,1,11,2
1015,0,male,7,Gillam,153,23,14,0,0,2
1016,0,female,7,Gillam,266,33,0,2,4,0
1017,0,male,8,Gillam,242,26,26,1,0,4
1018,0,male,8,Gillam,431,55,2,1,5,6
1019,0,male,8,Gillam,469,41,4,2,4,24
1020,0,male,8,Gillam,270,26,1,0,4,6
1021,0,female,8,Gillam,338,38,0,3,2,0
1022,0,male,8,Gillam,345,38,6,0,6,5
1023,0,female,8,Gillam,684,68,0,2,7,23
1024,0,female,8,Gillam,237,33,1,2,0,3
1025,0,female,8,Gillam,617,75,9,2,3,7
1026,0,male,8,Gillam,387,37,25,0,14,19
1027,0,male,8,Gillam,348,32,5,1,2,11
1028,0,male,8,Gillam,1020,114,44,1,12,8
1029,0,female,8,Gillam,412,45,6,2,2,12
1030,0,male,8,Gillam,279,32,25,1,1,10
1031,0,female,8,Gillam,177,22,13,0,2,8
1032,0,male,8,Gillam,270,26,39,0,2,1
1033,0,male,8,Gillam,106,14,117,0,0,2
1034,0,male,8,Gillam,372,40,3,1,5,10
1035,0,male,8,Gillam,236,31,3,1,1,2
1036,0,female,8,Gillam,426,41,41,0,1,9
1037,0,male,8,Gillam,463,46,13,0,1,1
1038,0,male,8,Gillam,323,34,0,0,2,3
1039,0,male,8,Gillam,428,42,0,1,4,2
1040,0,female,8,Gillam,286,30,11,1,2,1
1041,0,male,8,Gillam,500,48,28,2,3,12
1042,0,male,8,Gillam,339,41,22,1,0,3
1043,0,male,8,Gillam,103,19,111,0,0,2
1044,0,female,8,Gillam,447,35,13,1,2,4
1045,0,male,8,Gillam,265,38,88,0,3,5
1046,0,male,8,Gillam,661,61,10,5,2,8
1047,0,female,8,Gillam,153,24,35,0,0,1
1048,0,female,8,Gillam,416,51,86,1,8,2
1049,0,male,8,Gillam,480,45,0,1,3,41
1050,0,female,8,Gillam,147,21,0,0,2,2
1051,0,female,8,Gillam,147,18,33,0,0,4
1052,0,female,8,Gillam,332,39,9,0,6,5
1053,0,female,8,Gillam,472,49,2,0,2,0
1054,0,female,8,Gillam,584,61,5,1,0,10
1055,0,female,8,Gillam,297,34,0,2,2,2
1056,0,male,8,Gillam,96,15,19,0,3,1
1057,0,female,8,Gillam,360,48,10,1,1,2
1058,0,female,8,Gillam,350,41,0,0,0,1
1059,0,female,8,Gillam,399,37,0,0,1,9
1060,0,female,8,Gillam,780,73,0,1,7,4
1061,0,female,8,Gillam,396,34,0,0,1,2
1062,0,female,8,Gillam,345,31,0,0,2,2
1063,0,female,8,Gillam,344,37,0,3,0,3
1064,0,male,8,Gillam,563,53,6,1,2,11
1065,0,male,9,Gillam,442,39,15,0,3,2
1066,0,male,8,Gillam,427,42,10,0,1,6
1067,0,male,8,Gillam,233,27,0,1,1,1
1068,0,male,8,Gillam,348,36,13,0,0,12
1069,0,female,8,Gillam,675,75,12,2,15,3
1070,0,male,8,Gillam,637,71,0,0,2,8
1071,0,male,8,Gillam,215,27,11,1,0,1
1072,0,female,8,Gillam,485,51,4,2,1,31
1073,0,female,8,Gillam,388,47,18,2,5,4
1074,0,female,8,Gillam,425,47,2,1,1,22
1075,0,female,8,Gillam,422,50,9,0,1,24
1076,0,female,8,Gillam,178,32,21,0,2,1
1077,0,female,8,Gillam,411,47,31,2,1,10
1078,0,female,8,Gillam,482,52,1,0,0,10
1079,0,female,8,Gillam,249,32,8,0,5,5
1080,0,male,8,Gillam,247,29,0,0,6,7
1081,0,female,8,Gillam,472,52,4,2,1,2
1082,0,male,8,Gillam,564,71,9,1,4,1
1083,0,male,8,Gillam,306,32,19,1,4,8
1084,0,male,8,Gillam,323,35,5,4,7,8
1085,0,female,8,Gillam,309,31,12,0,4,15
1086,0,male,8,Gillam,193,19,1,0,5,3
1087,0,female,8,Gillam,396,46,4,1,4,13
1088,0,male,8,Gillam,389,49,108,0,6,8
1089,0,male,8,Gillam,252,28,29,0,3,0
1090,0,male,8,Gillam,377,25,11,1,14,15
1091,0,male,8,Gillam,388,46,0,1,0,4
1092,0,male,8,Gillam,366,46,21,0,2,3
1093,0,male,8,Gillam,201,24,12,0,0,3
1094,0,male,8,Gillam,406,47,11,0,0,4
1095,0,male,8,Gillam,353,35,0,1,6,4
1096,0,male,8,Gillam,300,33,11,1,3,5
1097,0,male,8,Gillam,312,33,11,1,1,6
1098,0,male,8,Gillam,372,39,1,0,1,4
1099,0,female,8,Gillam,236,26,0,3,7,2
1100,0,female,8,Gillam,452,51,0,0,1,10
1101,0,male,8,Gillam,346,36,11,1,1,12
1102,0,female,8,Gillam,1064,113,0,3,7,1
1103,0,male,8,Gillam,1351,157,2,3,1,2
1104,0,male,8,Gillam,567,62,0,4,8,2
1105,0,male,8,Gillam,185,21,11,0,0,4
1106,0,female,8,Gillam,432,45,11,1,2,9
1107,0,female,8,Gillam,468,49,1,0,3,1
1108,0,female,8,Gillam,522,47,0,2,2,16
1109,0,female,8,Gillam,310,33,25,0,2,29
1110,0,female,8,Gillam,711,85,10,1,6,6
1111,0,female,8,Gillam,599,65,2,1,2,7
1112,0,female,8,Gillam,811,98,19,1,6,54
1113,0,female,8,Gillam,481,46,0,2,16,3
1114,0,female,8,Gillam,276,34,11,1,0,0
1115,0,male,8,Gillam,189,28,26,0,3,7
1116,0,female,8,Gillam,310,37,44,0,7,1
1117,0,female,8,Gillam,780,70,0,2,8,3
1118,0,male,9,Gillam,502,53,0,0,2,27
1119,0,male,9,Gillam,326,35,4,0,3,0
1120,0,female,9,Gillam,449,46,18,2,1,7
1121,0,male,9,Gillam,504,53,11,1,1,8
1122,0,female,9,Gillam,423,46,0,0,4,12
1123,0,male,9,Gillam,354,38,0,2,2,3
1124,0,male,9,Gillam,369,32,11,1,0,1
1125,0,male,9,Gillam,693,49,4,0,14,12
1126,0,female,9,Gillam,320,45,0,1,1,1
1127,0,female,9,Gillam,881,109,0,0,5,2
1128,0,male,9,Gillam,479,58,20,2,1,14
1129,0,female,9,Gillam,310,29,7,0,1,11
1130,0,female,9,Gillam,786,89,15,1,3,4
1131,0,female,9,Gillam,386,38,13,0,0,3
1132,0,male,9,Gillam,489,48,37,0,2,53
1133,0,male,9,Gillam,358,45,7,0,1,7
1134,0,female,9,Gillam,407,44,3,0,0,13
1135,0,female,9,Gillam,290,38,4,0,6,1
1136,0,female,9,Gillam,687,69,0,0,5,13
1137,0,female,9,Gillam,402,41,0,2,3,5
1138,0,female,9,Gillam,372,46,0,0,3,6
1139,0,female,9,Gillam,372,34,0,0,1,1
1140,0,male,9,Gillam,268,24,0,1,4,3
1141,0,female,9,Gillam,365,47,0,2,1,12
1142,0,male,9,Gillam,674,71,0,4,1,37
1143,0,female,9,Gillam,350,43,7,0,1,9
1144,0,male,9,Gillam,387,42,0,0,4,0
1145,0,male,9,Gillam,943,104,9,3,4,18
1146,0,male,9,Gillam,468,49,22,3,1,10
1147,0,female,9,Gillam,405,47,0,1,3,10
1148,0,female,9,Gillam,467,47,22,1,5,33
1149,0,female,9,Gillam,427,44,1,0,0,24
1150,0,male,9,Gillam,460,58,0,1,4,3
1151,0,female,9,Gillam,440,39,7,1,1,1
1152,0,female,9,Gillam,389,40,13,0,6,5
1153,0,male,9,Gillam,457,56,9,0,4,0
1154,0,male,9,Gillam,220,28,25,0,3,5
1155,0,female,9,Gillam,588,60,0,0,3,5
1156,0,male,9,Gillam,219,25,0,0,0,9
1157,0,male,9,Gillam,364,40,1,1,5,4
1158,0,female,9,Gillam,349,41,1,0,3,5
1159,0,female,10,Gillam,666,56,0,1,1,0
1160,0,male,9,Gillam,337,29,18,1,0,1
1161,0,male,9,Gillam,511,45,4,4,0,12
1162,0,male,9,Gillam,495,57,5,0,1,15
